id,name,city,country,IATA,ICAO,lat,long,altitude,timezone,dst,tzinfo,type,source
2758,"Bermejo Airport","Bermejo","Bolivia","BJO","SLBJ",-22.7733001709,-64.31289672850001,1249,-4,"U","America/La_Paz","airport","OurAirports"
2759,"Jorge Wilsterman International Airport","Cochabamba","Bolivia","CBB","SLCB",-17.421100616455078,-66.1771011352539,8360,-4,"U","America/La_Paz","airport","OurAirports"
2760,"Chimore Airport","Chapacura","Bolivia","CCA","SLCH",-16.976834,-65.145568,875,-4,"U","America/La_Paz","airport","OurAirports"
2761,"Capitán Aníbal Arab Airport","Cobija","Bolivia","CIJ","SLCO",-11.040399551400002,-68.7829971313,889,-4,"U","America/La_Paz","airport","OurAirports"
2762,"El Alto International Airport","La Paz","Bolivia","LPB","SLLP",-16.5132999420166,-68.19229888916016,13355,-4,"U","America/La_Paz","airport","OurAirports"
2763,"Juan Mendoza Airport","Oruro","Bolivia","ORU","SLOR",-17.962600708,-67.0762023926,12152,-4,"U","America/La_Paz","airport","OurAirports"
2764,"Capitan Nicolas Rojas Airport","Potosi","Bolivia","POI","SLPO",-19.5431003571,-65.72370147710001,12913,-4,"U","America/La_Paz","airport","OurAirports"
2765,"Capitán Av. Salvador Ogaya G. airport","Puerto Suarez","Bolivia","PSZ","SLPS",-18.975301,-57.820599,440,-4,"U","America/La_Paz","airport","OurAirports"
2766,"Santa Ana Del Yacuma Airport","Santa Ana","Bolivia","SBL","SLSA",-13.762200355500001,-65.4352035522,472,-4,"U","America/La_Paz","airport","OurAirports"
2767,"Juana Azurduy De Padilla Airport","Sucre","Bolivia","SRE","SLSU",-19.007099151611328,-65.2886962890625,9540,-4,"U","America/La_Paz","airport","OurAirports"
2768,"Capitan Oriel Lea Plaza Airport","Tarija","Bolivia","TJA","SLTJ",-21.5557003021,-64.7013015747,6079,-4,"U","America/La_Paz","airport","OurAirports"
2769,"Teniente Av. Jorge Henrich Arauz Airport","Trinidad","Bolivia","TDD","SLTR",-14.8186998367,-64.9179992676,509,-4,"U","America/La_Paz","airport","OurAirports"
2770,"Teniente Coronel Rafael Pabón Airport","Villa Montes","Bolivia","VLM","SLVM",-21.255199432399998,-63.4056015015,1305,-4,"U","America/La_Paz","airport","OurAirports"
2771,"Viru Viru International Airport","Santa Cruz","Bolivia","VVI","SLVR",-17.6448,-63.135399,1224,-4,"U","America/La_Paz","airport","OurAirports"
2772,"Yacuiba Airport","Yacuiba","Bolivia","BYC","SLYA",-21.960899353027344,-63.65169906616211,2112,-4,"U","America/La_Paz","airport","OurAirports"
2773,"Johan Adolf Pengel International Airport","Zandery","Suriname","PBM","SMJP",5.4528298377999995,-55.1878013611,59,-3,"U","America/Paramaribo","airport","OurAirports"
2774,"Cayenne-Rochambeau Airport","Cayenne","French Guiana","CAY","SOCA",4.819809913639999,-52.360401153599994,26,-3,"U","America/Cayenne","airport","OurAirports"
2775,"Saint-Georges-de-l'Oyapock Airport","St.-georges Oyapock","French Guiana","OYP","SOOG",3.89759993553,-51.8041000366,46,-3,"U","America/Cayenne","airport","OurAirports"
2776,"Huancabamba Airport","Huancabamba","Peru",\N,"SPAB",-5.256770133972168,-79.44290161132812,6312,-5,"U","America/Lima","airport","OurAirports"
2777,"Alferez FAP Alfredo Vladimir Sara Bauer Airport","Andoas","Peru","AOP","SPAS",-2.79612994194,-76.46659851070001,728,-5,"U","America/Lima","airport","OurAirports"
2778,"Teniente General Gerardo Pérez Pinedo Airport","Atalaya","Peru",\N,"SPAY",-10.7291002274,-73.7665023804,751,-5,"U","America/Lima","airport","OurAirports"
2780,"Iberia Airport","Iberia","Peru","IBP","SPBR",-11.411600112915039,-69.48870086669922,750,-5,"U","America/Lima","airport","OurAirports"
2781,"Cap FAP David Abenzur Rengifo International Airport","Pucallpa","Peru","PCL","SPCL",-8.37794017791748,-74.57430267333984,513,-5,"U","America/Lima","airport","OurAirports"
2782,"Teniente FAP Jaime A De Montreuil Morales Airport","Chimbote","Peru","CHM","SPEO",-9.149609565734863,-78.5238037109375,69,-5,"U","America/Lima","airport","OurAirports"
2783,"Puerto Esperanza Airport","Puerto Esperanza","Peru",\N,"SPEP",-9.7681303024292,-70.70649719238281,725,-5,"U","America/Lima","airport","OurAirports"
2784,"Cesar Torke Podesta Airport","Moquegua","Peru",\N,"SPEQ",-17.179000854492188,-70.93080139160156,4480,-5,"U","America/Lima","airport","OurAirports"
2785,"Capitan FAP Jose A Quinones Gonzales International Airport","Chiclayo","Peru","CIX","SPHI",-6.787479877471924,-79.8281021118164,97,-5,"U","America/Lima","airport","OurAirports"
2786,"Coronel FAP Alfredo Mendivil Duarte Airport","Ayacucho","Peru","AYP","SPHO",-13.154800415039062,-74.20439910888672,8917,-5,"U","America/Lima","airport","OurAirports"
2787,"Andahuaylas Airport","Andahuaylas","Peru","ANS","SPHY",-13.706399917602539,-73.35040283203125,11300,-5,"U","America/Lima","airport","OurAirports"
2788,"Comandante FAP German Arias Graziani Airport","Anta","Peru","ATA","SPHZ",-9.347439765930176,-77.59839630126953,9097,-5,"U","America/Lima","airport","OurAirports"
2789,"Jorge Chávez International Airport","Lima","Peru","LIM","SPIM",-12.0219,-77.114305,113,-5,"U","America/Lima","airport","OurAirports"
2790,"Juanjui Airport","Juanjui","Peru","JJI","SPJI",-7.169099807739258,-76.72859954833984,1148,-5,"U","America/Lima","airport","OurAirports"
2791,"Francisco Carle Airport","Jauja","Peru","JAU","SPJJ",-11.7831001282,-75.47339630130001,11034,-5,"U","America/Lima","airport","OurAirports"
2792,"Inca Manco Capac International Airport","Juliaca","Peru","JUL","SPJL",-15.467100143432617,-70.158203125,12552,-5,"U","America/Lima","airport","OurAirports"
2794,"Ilo Airport","Ilo","Peru","ILQ","SPLO",-17.69499969482422,-71.34400177001953,72,-5,"U","America/Lima","airport","OurAirports"
2795,"Las Palmas Air Base","Las Palmas","Peru",\N,"SPLP",-12.16069984436,-76.998901367188,250,-5,"U","America/Lima","airport","OurAirports"
2796,"Capitan FAP Pedro Canga Rodriguez Airport","Tumbes","Peru","TBP","SPME",-3.55253005027771,-80.38140106201172,115,-5,"U","America/Lima","airport","OurAirports"
2797,"Moises Benzaquen Rengifo Airport","Yurimaguas","Peru","YMS","SPMS",-5.893770217895508,-76.11820220947266,587,-5,"U","America/Lima","airport","OurAirports"
2799,"Collique Airport","Collique","Peru",\N,"SPOL",-11.92870044708252,-77.06109619140625,410,-5,"U","America/Lima","airport","OurAirports"
2800,"Chachapoyas Airport","Chachapoyas","Peru","CHH","SPPY",-6.201809883117676,-77.8561019897461,8333,-5,"U","America/Lima","airport","OurAirports"
2801,"Coronel FAP Francisco Secada Vignetta International Airport","Iquitos","Peru","IQT","SPQT",-3.7847399711608887,-73.30879974365234,306,-5,"U","America/Lima","airport","OurAirports"
2802,"Rodríguez Ballón International Airport","Arequipa","Peru","AQP","SPQU",-16.3411006927,-71.5830993652,8405,-5,"U","America/Lima","airport","OurAirports"
2803,"Capitán FAP Leonardo Alvariño Herr Airport","San Ramon","Peru",\N,"SPRM",-11.128600120544434,-75.35050201416016,2600,-5,"U","America/Lima","airport","OurAirports"
2804,"Capitan FAP Carlos Martinez De Pinillos International Airport","Trujillo","Peru","TRU","SPRU",-8.08141040802002,-79.10880279541016,106,-5,"U","America/Lima","airport","OurAirports"
2805,"Capitán FAP Renán Elías Olivera International Airport","Pisco","Peru","PIO","SPSO",-13.74489974975586,-76.22029876708984,39,-5,"U","America/Lima","airport","OurAirports"
2806,"Cadete FAP Guillermo Del Castillo Paredes Airport","Tarapoto","Peru","TPP","SPST",-6.508739948272705,-76.37319946289062,869,-5,"U","America/Lima","airport","OurAirports"
2807,"Coronel FAP Carlos Ciriani Santa Rosa International Airport","Tacna","Peru","TCQ","SPTN",-18.053300857500002,-70.2758026123,1538,-5,"U","America/Lima","airport","OurAirports"
2808,"Padre Aldamiz International Airport","Puerto Maldonado","Peru","PEM","SPTU",-12.6135997772,-69.2285995483,659,-5,"U","America/Lima","airport","OurAirports"
2809,"Capitán FAP Guillermo Concha Iberico International Airport","Piura","Peru","PIU","SPUR",-5.20574998856,-80.61640167239999,120,-5,"U","America/Lima","airport","OurAirports"
2810,"Capitan Montes Airport","Talara","Peru","TYL","SPYL",-4.5766401290894,-81.254096984863,282,-5,"U","America/Lima","airport","OurAirports"
2812,"Alejandro Velasco Astete International Airport","Cuzco","Peru","CUZ","SPZO",-13.535699844400002,-71.9387969971,10860,-5,"U","America/Lima","airport","OurAirports"
2813,"Angel S Adami Airport","Montevideo","Uruguay",\N,"SUAA",-34.7892,-56.264702,174,-3,"S","America/Montevideo","airport","OurAirports"
2814,"Santa Bernardina International Airport","Durazno","Uruguay","DZO","SUDU",-33.3588981628418,-56.49919891357422,305,-3,"S","America/Montevideo","airport","OurAirports"
2816,"Carrasco International /General C L Berisso Airport","Montevideo","Uruguay","MVD","SUMU",-34.838402,-56.0308,105,-3,"S","America/Montevideo","airport","OurAirports"
2817,"Nueva Hesperides International Airport","Salto","Uruguay","STY","SUSO",-31.438499450683594,-57.98529815673828,187,-3,"S","America/Montevideo","airport","OurAirports"
2818,"Oswaldo Guevara Mujica Airport","Acarigua","Venezuela","AGV","SVAC",9.553375244140625,-69.23786926269531,640,-4,"U","America/Caracas","airport","OurAirports"
2819,"Anaco Airport","Anaco","Venezuela","AAO","SVAN",9.430225372314453,-64.4707260131836,721,-4,"U","America/Caracas","airport","OurAirports"
2820,"San Fernando de Atabapo Airport","San Fernando Deatabapo","Venezuela",\N,"SVAT",4.05104017258,-67.6996994019,301,-4,"U","America/Caracas","airport","OurAirports"
2821,"General José Antonio Anzoategui International Airport","Barcelona","Venezuela","BLA","SVBC",10.111111,-64.692222,30,-4,"U","America/Caracas","airport","OurAirports"
2822,"Barinas Airport","Barinas","Venezuela","BNS","SVBI",8.615,-70.21416667,615,-4,"U","America/Caracas","airport","OurAirports"
2823,"El Libertador Airbase","Maracaibo","Venezuela",\N,"SVBL",10.183375358600001,-67.55731964110001,1450,-4,"U","America/Caracas","airport","OurAirports"
2824,"Barquisimeto International Airport","Barquisimeto","Venezuela","BRM","SVBM",10.042746543884277,-69.3586196899414,2042,-4,"U","America/Caracas","airport","OurAirports"
2826,"Aeropuerto ""General Tomas de Heres"". Ciudad Bolivar","Ciudad Bolivar","Venezuela","CBL","SVCB",8.12216091156,-63.5369567871,197,-4,"U","America/Caracas","airport","OurAirports"
2827,"Caicara del Orinoco Airport","Caicara De Orinoco","Venezuela","CXA","SVCD",7.625510215759277,-66.16280364990234,141,-4,"U","America/Caracas","airport","OurAirports"
2828,"San Carlos Airport","San Carlos","Venezuela",\N,"SVCJ",9.647720336914062,-68.57469940185547,512,-4,"U","America/Caracas","airport","OurAirports"
2829,"Calabozo Airport","Calabozo","Venezuela","CLZ","SVCL",8.92465591430664,-67.4170913696289,328,-4,"U","America/Caracas","airport","OurAirports"
2830,"Canaima Airport","Canaima","Venezuela","CAJ","SVCN",6.231988906860352,-62.85443115234375,1450,-4,"U","America/Caracas","airport","OurAirports"
2831,"Carora Airport","Carora","Venezuela","VCR","SVCO",10.175602912902832,-70.06521606445312,1437,-4,"U","America/Caracas","airport","OurAirports"
2832,"General Francisco Bermúdez Airport","Carupano","Venezuela","CUP","SVCP",10.660014152526855,-63.261680603027344,33,-4,"U","America/Caracas","airport","OurAirports"
2833,"José Leonardo Chirinos Airport","Coro","Venezuela","CZE","SVCR",11.41494369506836,-69.68090057373047,52,-4,"U","America/Caracas","airport","OurAirports"
2834,"Oscar Machado Zuluaga Airport","Caracas","Venezuela",\N,"SVCS",10.286110877990723,-66.81610870361328,2145,-4,"U","America/Caracas","airport","OurAirports"
2835,"Cumaná (Antonio José de Sucre) Airport","Cumana","Venezuela","CUM","SVCU",10.450332641601562,-64.1304702758789,14,-4,"U","America/Caracas","airport","OurAirports"
2836,"Capitán Manuel Ríos Airbase","Carrizal","Venezuela",\N,"SVCZ",9.372650146484375,-66.92279815673828,595,-4,"U","America/Caracas","airport","OurAirports"
2837,"El Dorado Airport","El Dorado","Venezuela","EOR","SVED",6.733333110809326,-61.58333206176758,318,-4,"U","America/Caracas","airport","OurAirports"
2838,"Elorza Airport","Elorza","Venezuela","EOZ","SVEZ",7.0833330154418945,-69.53333282470703,295,-4,"U","America/Caracas","airport","OurAirports"
2839,"Guasdalito Airport","Guasdualito","Venezuela","GDO","SVGD",7.233333110809326,-70.80000305175781,426,-4,"U","America/Caracas","airport","OurAirports"
2840,"Guiria Airport","Guiria","Venezuela","GUI","SVGI",10.574077606200001,-62.3126678467,42,-4,"U","America/Caracas","airport","OurAirports"
2841,"Guanare Airport","Guanare","Venezuela","GUQ","SVGU",9.026944160461426,-69.7551498413086,606,-4,"U","America/Caracas","airport","OurAirports"
2842,"Higuerote Airport","Higuerote","Venezuela","HGE","SVHG",10.462474,-66.092779,12,-4,"U","America/Caracas","airport","OurAirports"
2843,"Andrés Miguel Salazar Marcano Airport","Isla De Coche","Venezuela","ICC","SVIE",10.794432,-63.98159,10,-4,"U","America/Caracas","airport","OurAirports"
2844,"Josefa Camejo International Airport","Paraguana","Venezuela","LSP","SVJC",11.78077507019043,-70.15149688720703,75,-4,"U","America/Caracas","airport","OurAirports"
2845,"San Juan de Los Morros Airport","San Juan De Los Morros","Venezuela",\N,"SVJM",9.906952857971191,-67.379638671875,1404,-4,"U","America/Caracas","airport","OurAirports"
2846,"La Fria Airport","La Fria","Venezuela","LFR","SVLF",8.239167213439941,-72.27102661132812,305,-4,"U","America/Caracas","airport","OurAirports"
2847,"La Orchila Airport","La Orchila","Venezuela",\N,"SVLO",11.80720043182373,-66.17960357666016,5,-4,"U","America/Caracas","airport","OurAirports"
2848,"La Chinita International Airport","Maracaibo","Venezuela","MAR","SVMC",10.5582084656,-71.7278594971,239,-4,"U","America/Caracas","airport","OurAirports"
2849,"Alberto Carnevalli Airport","Merida","Venezuela","MRD","SVMD",8.582078,-71.161041,5007,-4,"U","America/Caracas","airport","OurAirports"
2850,"Del Caribe Santiago Mariño International Airport","Porlamar","Venezuela","PMV","SVMG",10.912603378295898,-63.96659851074219,74,-4,"U","America/Caracas","airport","OurAirports"
2851,"Simón Bolívar International Airport","Caracas","Venezuela","CCS","SVMI",10.601194,-66.991222,234,-4,"U","America/Caracas","airport","OurAirports"
2852,"Maturín Airport","Maturin","Venezuela","MUN","SVMT",9.75452995300293,-63.14739990234375,224,-4,"U","America/Caracas","airport","OurAirports"
2853,"Cacique Aramare Airport","Puerto Ayacucho","Venezuela","PYH","SVPA",5.6199898719788,-67.606101989746,245,-4,"U","America/Caracas","airport","OurAirports"
2854,"General Bartolome Salom International Airport","Puerto Cabello","Venezuela","PBL","SVPC",10.480500221252441,-68.072998046875,32,-4,"U","America/Caracas","airport","OurAirports"
2855,"Paramillo Airport","San Cristobal","Venezuela","SCI","SVPM",7.8013200759887695,-72.2029037475586,3314,-4,"U","America/Caracas","airport","OurAirports"
2856,"General Manuel Carlos Piar International Airport","Guayana","Venezuela","PZO","SVPR",8.288530349731445,-62.760398864746094,472,-4,"U","America/Caracas","airport","OurAirports"
2857,"Palmarito Airport","Palmarito","Venezuela","PTM","SVPT",7.566669940948486,-70.18329620361328,347,-4,"U","America/Caracas","airport","OurAirports"
2858,"San Antonio Del Tachira Airport","San Antonio","Venezuela","SVZ","SVSA",7.840829849243164,-72.439697265625,1312,-4,"U","America/Caracas","airport","OurAirports"
2859,"Santa Bárbara de Barinas Airport","Santa Barbara","Venezuela","SBB","SVSB",7.803514003753662,-71.16571807861328,590,-4,"U","America/Caracas","airport","OurAirports"
2860,"Santa Elena de Uairen Airport","Santa Ana De Uairen","Venezuela","SNV","SVSE",4.554999828338623,-61.150001525878906,2938,-4,"U","America/Caracas","airport","OurAirports"
2861,"Mayor Buenaventura Vivas International Airport","Santo Domingo","Venezuela","STD","SVSO",7.56538,-72.035103,1083,-4,"U","America/Caracas","airport","OurAirports"
2862,"Sub Teniente Nestor Arias Airport","San Felipe","Venezuela","SNF","SVSP",10.2787,-68.755203,761,-4,"U","America/Caracas","airport","OurAirports"
2863,"San Fernando De Apure Airport","San Fernando De Apure","Venezuela","SFD","SVSR",7.883319854736328,-67.44400024414062,154,-4,"U","America/Caracas","airport","OurAirports"
2864,"San Tomé Airport","San Tome","Venezuela","SOM","SVST",8.9451465606689,-64.151084899902,861,-4,"U","America/Caracas","airport","OurAirports"
2865,"Santa Bárbara del Zulia Airport","Santa Barbara","Venezuela","STB","SVSZ",8.974550247192383,-71.94325256347656,32,-4,"U","America/Caracas","airport","OurAirports"
2866,"Tucupita Airport","Tucupita","Venezuela","TUV","SVTC",9.088994026184082,-62.094173431396484,16,-4,"U","America/Caracas","airport","OurAirports"
2867,"Tumeremo Airport","Tumeremo","Venezuela","TMO","SVTM",7.24938,-61.52893,345,-4,"U","America/Caracas","airport","OurAirports"
2868,"Arturo Michelena International Airport","Valencia","Venezuela","VLN","SVVA",10.14973258972168,-67.92839813232422,1411,-4,"U","America/Caracas","airport","OurAirports"
2870,"Dr. Antonio Nicolás Briceño Airport","Valera","Venezuela","VLV","SVVL",9.34047794342041,-70.58406066894531,2060,-4,"U","America/Caracas","airport","OurAirports"
2871,"Valle de La Pascua Airport","Valle De La Pascua","Venezuela","VDP","SVVP",9.22202777863,-65.9935836792,410,-4,"U","America/Caracas","airport","OurAirports"
2872,"Linden Airport","Linden","Guyana",\N,"SYLD",5.96592,-58.270302,180,-4,"U","America/Guyana","airport","OurAirports"
2873,"Lethem Airport","Lethem","Guyana","LTM","SYLT",3.37276,-59.789398,351,-4,"U","America/Guyana","airport","OurAirports"
2874,"V.C. Bird International Airport","Antigua","Antigua and Barbuda","ANU","TAPA",17.1367,-61.792702,62,-4,"U","America/Antigua","airport","OurAirports"
2875,"Sir Grantley Adams International Airport","Bridgetown","Barbados","BGI","TBPB",13.0746002197,-59.4925003052,169,-4,"U","America/Barbados","airport","OurAirports"
2876,"Canefield Airport","Canefield","Dominica","DCF","TDCF",15.336700439453125,-61.3922004699707,13,-4,"U","America/Dominica","airport","OurAirports"
2877,"Douglas-Charles Airport","Dominica","Dominica","DOM","TDPD",15.547,-61.299999,73,-4,"U","America/Dominica","airport","OurAirports"
2878,"Martinique Aimé Césaire International Airport","Fort-de-france","Martinique","FDF","TFFF",14.590999603271484,-61.00320053100586,16,-4,"U","America/Martinique","airport","OurAirports"
2879,"L'Espérance Airport","St. Martin","Guadeloupe","SFG","TFFG",18.099899291992,-63.047199249268,7,-4,"U",\N,"airport","OurAirports"
2881,"Pointe-à-Pitre Le Raizet","Pointe-a-pitre","Guadeloupe","PTP","TFFR",16.265301,-61.531799,36,-4,"U","America/Guadeloupe","airport","OurAirports"
